reporting_period,firm_name,firm_group,joint_reporting,product_group,complaints_opened,complaints_closed,pct_closed_3days,pct_closed_3to8weeks,uphold_rate,denominator,source_file
2024H1,Shawbrook Bank Limited,SHAWBROOK GROUP PLC,no,Home finance,516.0,554.0,0.1408,0.8032,0.5199,12.72,firm-level-complaints-data-2024-h1.xlsx
2024H1,Shop Direct Finance Company Limited,THE VERY GROUP,no,Insurance & pure protection,418.0,451.0,0.0044,0.9579,0.6275,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,no,Insurance & pure protection,1997.0,1991.0,0.3551,0.6444,0.3214,0.88,firm-level-complaints-data-2024-h1.xlsx
2024H1,Skipton Building Society,SKIPTON BUILDING SOCIETY,no,Banking and credit cards,2837.0,2809.0,0.5785,0.4155,0.8498,1.96,firm-level-complaints-data-2024-h1.xlsx
2024H1,Skipton Building Society,SKIPTON BUILDING SOCIETY,no,Decumulation & pensions,51.0,53.0,0.0377,0.9623,0.6604,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Skipton Building Society,SKIPTON BUILDING SOCIETY,no,Home finance,630.0,621.0,0.3929,0.6023,0.6135,3.12,firm-level-complaints-data-2024-h1.xlsx
2024H1,Skipton Building Society,SKIPTON BUILDING SOCIETY,no,Insurance & pure protection,14.0,10.0,0.7,0.3,0.6,1.16,firm-level-complaints-data-2024-h1.xlsx
2024H1,Skipton Building Society,SKIPTON BUILDING SOCIETY,no,Investments,147.0,139.0,0.1799,0.8201,0.6978,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Society Of Lloyd's,SOCIETY OF LLOYD'S,no,Insurance & pure protection,5309.0,5361.0,0.2953,0.681,0.4492,0.62,firm-level-complaints-data-2024-h1.xlsx
2024H1,Somerset Bridge Insurance Services Limited,NO GROUP,no,Insurance & pure protection,519.0,472.0,0.4386,0.5551,0.464,,firm-level-complaints-data-2024-h1.xlsx
2024H1,St James's Place Investment Administration Limited,ST. JAMES'S PLACE PLC,no,Investments,508.0,509.0,0.0118,0.945,0.664,0.91,firm-level-complaints-data-2024-h1.xlsx
2024H1,St James's Place UK PLC,ST. JAMES'S PLACE PLC,no,Decumulation & pensions,1066.0,966.0,0.0031,0.9213,0.7588,1.9,firm-level-complaints-data-2024-h1.xlsx
2024H1,St James's Place UK PLC,ST. JAMES'S PLACE PLC,no,Insurance & pure protection,10.0,8.0,0.0,0.875,0.5,0.95,firm-level-complaints-data-2024-h1.xlsx
2024H1,St James's Place UK PLC,ST. JAMES'S PLACE PLC,no,Investments,270.0,215.0,0.0047,0.9628,0.7953,1.39,firm-level-complaints-data-2024-h1.xlsx
2024H1,St. James's Place Wealth Management PLC,ST. JAMES'S PLACE PLC,no,Banking and credit cards,0.0,0.0,,,,,firm-level-complaints-data-2024-h1.xlsx
2024H1,St. James's Place Wealth Management PLC,ST. JAMES'S PLACE PLC,no,Decumulation & pensions,8323.0,3251.0,0.0009,0.0692,0.4509,,firm-level-complaints-data-2024-h1.xlsx
2024H1,St. James's Place Wealth Management PLC,ST. JAMES'S PLACE PLC,no,Home finance,18.0,6.0,0.0,0.0,0.3333,,firm-level-complaints-data-2024-h1.xlsx
2024H1,St. James's Place Wealth Management PLC,ST. JAMES'S PLACE PLC,no,Insurance & pure protection,206.0,39.0,0.0,0.0513,0.1026,,firm-level-complaints-data-2024-h1.xlsx
2024H1,St. James's Place Wealth Management PLC,ST. JAMES'S PLACE PLC,no,Investments,6828.0,3052.0,0.001,0.0731,0.4731,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Standard Life Savings Limited,NO GROUP,no,Investments,665.0,671.0,0.1103,0.8718,0.7049,1.78,firm-level-complaints-data-2024-h1.xlsx
2024H1,Starling Bank Limited,NO GROUP,no,Banking and credit cards,20482.0,19426.0,0.0962,0.8984,0.5247,5.07,firm-level-complaints-data-2024-h1.xlsx
2024H1,Starr International (europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",no,Insurance & pure protection,1681.0,1682.0,0.1314,0.865,0.3829,5.15,firm-level-complaints-data-2024-h1.xlsx
2024H1,Suffolk Life Pensions Limited,NO GROUP,yes,Decumulation & pensions,536.0,530.0,0.1868,0.5509,0.734,11.02,firm-level-complaints-data-2024-h1.xlsx
2024H1,Sun Life Assurance Company Of Canada (u.k.) Limited,PHOENIX GROUP,no,Decumulation & pensions,714.0,750.0,0.18,0.7653,0.5627,2.12,firm-level-complaints-data-2024-h1.xlsx
2024H1,Sun Life Assurance Company Of Canada (u.k.) Limited,PHOENIX GROUP,no,Insurance & pure protection,367.0,379.0,0.1266,0.8522,0.5515,5.16,firm-level-complaints-data-2024-h1.xlsx
2024H1,Sun Life Assurance Company Of Canada (u.k.) Limited,PHOENIX GROUP,no,Investments,96.0,98.0,0.1939,0.8061,0.5204,10.81,firm-level-complaints-data-2024-h1.xlsx
2024H1,Swift 1st Limited,NO GROUP,no,Home finance,912.0,879.0,0.504,0.4937,0.1479,124.06,firm-level-complaints-data-2024-h1.xlsx
2024H1,TSB Bank PLC,BANCO DE SABADELL SA,no,Banking and credit cards,23784.0,23831.0,0.6762,0.3185,0.6495,2.59,firm-level-complaints-data-2024-h1.xlsx
2024H1,TSB Bank PLC,BANCO DE SABADELL SA,no,Home finance,1920.0,1997.0,0.5734,0.4136,0.5533,7.56,firm-level-complaints-data-2024-h1.xlsx
2024H1,TSB Bank PLC,BANCO DE SABADELL SA,no,Insurance & pure protection,30.0,28.0,0.6071,0.3214,0.5714,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Telefonica Seguros Y Reaseguros Compania Aseguradora S.a.u.,NO GROUP,no,Insurance & pure protection,3102.0,3110.0,0.1974,0.7859,0.6293,3.8,firm-level-complaints-data-2024-h1.xlsx
2024H1,Telefonica UK Limited,NO GROUP,no,Insurance & pure protection,29.0,16.0,0.1875,0.5,0.625,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Tesco Personal Finance PLC,TESCO BANK (TESCO PLC),no,Banking and credit cards,14290.0,14388.0,0.5261,0.4719,0.4067,3.82,firm-level-complaints-data-2024-h1.xlsx
2024H1,Tesco Personal Finance PLC,TESCO BANK (TESCO PLC),no,Insurance & pure protection,3659.0,3634.0,0.3448,0.6544,0.3481,2.46,firm-level-complaints-data-2024-h1.xlsx
2024H1,Tesco Underwriting Limited,TESCO BANK (TESCO PLC),no,Insurance & pure protection,2740.0,2827.0,0.2423,0.5094,0.5518,1.71,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Co-operative Bank PLC,CO-OPERATIVE BANK HOLDINGS (THE),no,Banking and credit cards,12595.0,12016.0,0.806,0.153,0.655,3.67,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Co-operative Bank PLC,CO-OPERATIVE BANK HOLDINGS (THE),no,Decumulation & pensions,2.0,1.0,0.0,1.0,0.0,,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Co-operative Bank PLC,CO-OPERATIVE BANK HOLDINGS (THE),no,Home finance,3548.0,3051.0,0.3019,0.3281,0.821,25.78,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Co-operative Bank PLC,CO-OPERATIVE BANK HOLDINGS (THE),no,Insurance & pure protection,6.0,6.0,0.0,0.8333,0.3333,,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Co-operative Bank PLC,CO-OPERATIVE BANK HOLDINGS (THE),no,Investments,1.0,1.0,0.0,0.0,0.0,,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Mortgage Works (uk) PLC,NATIONWIDE BUILDING SOCIETY,no,Home finance,1534.0,1465.0,0.2491,0.7392,0.5338,5.36,firm-level-complaints-data-2024-h1.xlsx
2024H1,The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,yes,Decumulation & pensions,80.0,77.0,0.039,0.961,0.3766,0.73,firm-level-complaints-data-2024-h1.xlsx
2024H1,The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,yes,Insurance & pure protection,6635.0,6769.0,0.3996,0.5632,0.6251,3.56,firm-level-complaints-data-2024-h1.xlsx
2024H1,The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,yes,Investments,59.0,54.0,0.037,0.963,0.2037,0.89,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Prudential Assurance Company Limited,M&G PLC,yes,Decumulation & pensions,6734.0,6117.0,0.1579,0.7899,0.7891,2.74,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Prudential Assurance Company Limited,M&G PLC,yes,Home finance,33.0,37.0,0.0541,0.8919,0.2432,4.3,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Prudential Assurance Company Limited,M&G PLC,yes,Insurance & pure protection,704.0,628.0,0.1736,0.7866,0.8041,0.43,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Prudential Assurance Company Limited,M&G PLC,yes,Investments,2696.0,2627.0,0.2143,0.7457,0.8215,4.14,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Royal Bank Of Scotland PLC,NATWEST GROUP,no,Banking and credit cards,18625.0,19282.0,0.3801,0.5626,0.6625,2.81,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Royal Bank Of Scotland PLC,NATWEST GROUP,no,Decumulation & pensions,6.0,7.0,0.0,0.1429,0.5714,1.52,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Royal Bank Of Scotland PLC,NATWEST GROUP,no,Home finance,1583.0,1643.0,0.2538,0.6318,0.5794,11.41,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Royal Bank Of Scotland PLC,NATWEST GROUP,no,Insurance & pure protection,35.0,36.0,0.0556,0.6389,0.2778,0.88,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Royal Bank Of Scotland PLC,NATWEST GROUP,no,Investments,37.0,36.0,0.0,0.5833,0.6111,0.64,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,no,Decumulation & pensions,6145.0,,0.3457,0.5791,0.6347,1.71,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,no,Insurance & pure protection,2029.0,,0.2921,0.6629,0.5057,0.58,firm-level-complaints-data-2024-h1.xlsx
2024H1,The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,no,Investments,288.0,,0.2724,0.6923,0.5096,0.38,firm-level-complaints-data-2024-h1.xlsx
2024H1,Topaz Finance Limited,NO GROUP,no,Home finance,2693.0,3222.0,0.1738,0.7874,0.3802,24.08,firm-level-complaints-data-2024-h1.xlsx
2024H1,Tradex Insurance Company PLC,NO GROUP,no,Insurance & pure protection,1588.0,1430.0,0.3601,0.6196,0.6755,1.36,firm-level-complaints-data-2024-h1.xlsx
2024H1,Triodos Bank UK Limited,NO GROUP,no,Banking and credit cards,590.0,579.0,0.4508,0.5492,0.3523,5.82,firm-level-complaints-data-2024-h1.xlsx
2024H1,Triodos Bank UK Limited,NO GROUP,no,Investments,97.0,96.0,0.3646,0.6354,0.2083,4.81,firm-level-complaints-data-2024-h1.xlsx
2024H1,U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,no,Insurance & pure protection,53474.0,54621.0,0.4844,0.4748,0.7029,5.51,firm-level-complaints-data-2024-h1.xlsx
2024H1,UK Mortgage Lending LTD,NO GROUP,no,Home finance,656.0,693.0,0.3896,0.6003,0.5772,13.44,firm-level-complaints-data-2024-h1.xlsx
2024H1,Unum LTD,NO GROUP,no,Insurance & pure protection,581.0,466.0,0.0515,0.8133,0.5279,19.12,firm-level-complaints-data-2024-h1.xlsx
2024H1,Usay Business Limited,NO GROUP,no,Insurance & pure protection,688.0,650.0,0.0354,0.9615,0.18,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Utility Warehouse Limited,NO GROUP,no,Insurance & pure protection,609.0,578.0,0.6003,0.3997,0.4221,2.54,firm-level-complaints-data-2024-h1.xlsx
2024H1,"Vanguard Asset Management, LTD",NO GROUP,no,Decumulation & pensions,805.0,759.0,0.0527,0.1238,0.8287,6.08,firm-level-complaints-data-2024-h1.xlsx
2024H1,"Vanguard Asset Management, LTD",NO GROUP,no,Investments,1330.0,1216.0,0.0987,0.3092,0.7344,1.95,firm-level-complaints-data-2024-h1.xlsx
2024H1,Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,no,Banking and credit cards,33775.0,39974.0,0.0682,0.3487,0.1507,24.08,firm-level-complaints-data-2024-h1.xlsx
2024H1,Vitality Corporate Services Limited,DISCOVERY LIMITED,yes,Insurance & pure protection,9239.0,9285.0,0.384,0.5468,0.5393,5.27,firm-level-complaints-data-2024-h1.xlsx
2024H1,Vodafone Limited,NO GROUP,no,Insurance & pure protection,377.0,377.0,0.7798,0.2202,0.5119,1.05,firm-level-complaints-data-2024-h1.xlsx
2024H1,Volkswagen Financial Services (uk) Limited,NO GROUP,no,Insurance & pure protection,3.0,3.0,0.0,1.0,0.0,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Wesleyan Assurance Society,NO GROUP,no,Decumulation & pensions,352.0,336.0,0.2292,0.753,0.8661,4.23,firm-level-complaints-data-2024-h1.xlsx
2024H1,Wesleyan Assurance Society,NO GROUP,no,Insurance & pure protection,138.0,139.0,0.3237,0.6475,0.7986,0.18,firm-level-complaints-data-2024-h1.xlsx
2024H1,Wesleyan Assurance Society,NO GROUP,no,Investments,395.0,415.0,0.3542,0.6217,0.8747,6.59,firm-level-complaints-data-2024-h1.xlsx
2024H1,Xbridge Limited,NO GROUP,no,Insurance & pure protection,1061.0,1040.0,0.1904,0.8019,0.4346,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,yes,Banking and credit cards,2491.0,2623.0,0.3054,0.6748,0.7408,0.73,firm-level-complaints-data-2024-h1.xlsx
2024H1,Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,yes,Decumulation & pensions,2.0,1.0,0.0,1.0,0.0,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,yes,Home finance,746.0,785.0,0.2344,0.6701,0.6127,9.92,firm-level-complaints-data-2024-h1.xlsx
2024H1,Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,yes,Insurance & pure protection,16.0,13.0,0.2308,0.7692,0.3846,0.33,firm-level-complaints-data-2024-h1.xlsx
2024H1,Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,yes,Investments,4.0,3.0,0.3333,0.6667,0.3333,,firm-level-complaints-data-2024-h1.xlsx
2024H1,Zempler Bank Limited,NO GROUP,no,Banking and credit cards,1769.0,1624.0,0.2272,0.7722,0.455,3.2,firm-level-complaints-data-2024-h1.xlsx
2024H1,Zopa Bank Limited,NO GROUP,yes,Banking and credit cards,3092.0,2927.0,0.3468,0.6498,0.5009,4.48,firm-level-complaints-data-2024-h1.xlsx
2024H1,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Banking and credit cards,0.0,0.0,,,,0.0,firm-level-complaints-data-2024-h1.xlsx
2024H1,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Decumulation & pensions,1337.0,1313.0,0.2285,0.7502,0.4387,4.13,firm-level-complaints-data-2024-h1.xlsx
2024H1,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Home finance,1.0,1.0,0.0,0.0,0.0,0.0,firm-level-complaints-data-2024-h1.xlsx
2024H1,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Insurance & pure protection,2387.0,2430.0,0.2412,0.7527,0.4885,0.82,firm-level-complaints-data-2024-h1.xlsx
2024H1,Zurich Assurance LTD,ZURICH INSURANCE GROUP AG,no,Investments,440.0,443.0,0.2889,0.7088,0.5124,5.6,firm-level-complaints-data-2024-h1.xlsx
2024H1,Zurich Insurance Company LTD,ZURICH INSURANCE GROUP AG,no,Insurance & pure protection,3455.0,3473.0,0.1857,0.7924,0.6663,1.5,firm-level-complaints-data-2024-h1.xlsx
2024H2,Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,no,Banking and credit cards,27.0,25.0,0.32,0.68,0.88,3.03,firm-level-complaints-data-2024-h2.xlsx
2024H2,Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,no,Home finance,865.0,855.0,0.324,0.6526,0.6503,4.17,firm-level-complaints-data-2024-h2.xlsx
2024H2,Accredited Insurance (europe) LTD,NO GROUP,no,Insurance & pure protection,4219.0,4005.0,0.2787,0.6979,0.3885,1.42,firm-level-complaints-data-2024-h2.xlsx
2024H2,Acm Ulr Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,865.0,837.0,0.086,0.8984,0.4265,11.74,firm-level-complaints-data-2024-h2.xlsx
2024H2,Acorn Insurance & Financial Services LTD,NO GROUP,no,Insurance & pure protection,823.0,770.0,0.274,0.7247,0.5169,1.5,firm-level-complaints-data-2024-h2.xlsx
2024H2,Action 365 LTD,NO GROUP,no,Insurance & pure protection,966.0,998.0,0.2124,0.6984,0.3136,15.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Adrian Flux Insurance Services Group,NO GROUP,no,Insurance & pure protection,1665.0,1665.0,0.9369,0.0619,0.2012,1.87,firm-level-complaints-data-2024-h2.xlsx
2024H2,Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,no,Insurance & pure protection,816.0,778.0,0.2198,0.7057,0.5913,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Affinity Insurance Solutions Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,806.0,807.0,0.8278,0.1698,0.2491,2.29,firm-level-complaints-data-2024-h2.xlsx
2024H2,Ageas Insurance Limited,AGEAS SA-NV,no,Insurance & pure protection,5058.0,5243.0,0.2685,0.6481,0.4654,1.14,firm-level-complaints-data-2024-h2.xlsx
2024H2,Ageas Retail Limited,AGEAS SA-NV,no,Insurance & pure protection,993.0,995.0,0.4834,0.5126,0.4563,1.36,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,yes,Insurance & pure protection,2193.0,2628.0,0.1572,0.8204,0.5434,6.39,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aj Bell Management Limited,AJ BELL GROUP,yes,Decumulation & pensions,955.0,963.0,0.4382,0.5576,0.5088,4.02,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aj Bell Securities Limited,AJ BELL GROUP,no,Banking and credit cards,19.0,19.0,0.4211,0.5789,0.3684,6.06,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aj Bell Securities Limited,AJ BELL GROUP,no,Decumulation & pensions,191.0,196.0,0.2704,0.7296,0.5918,0.82,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aj Bell Securities Limited,AJ BELL GROUP,no,Investments,749.0,753.0,0.417,0.579,0.5432,1.71,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aldermore Bank PLC,FIRSTRAND LIMITED,no,Banking and credit cards,695.0,586.0,0.3584,0.6041,0.6758,1.63,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aldermore Bank PLC,FIRSTRAND LIMITED,no,Home finance,749.0,800.0,0.2825,0.6638,0.6488,16.18,firm-level-complaints-data-2024-h2.xlsx
2024H2,Allianz Insurance PLC,ALLIANZ SE,no,Insurance & pure protection,2947.0,2929.0,0.2414,0.7426,0.5722,0.59,firm-level-complaints-data-2024-h2.xlsx
2024H2,American Express Services Europe Limited,NO GROUP,no,Banking and credit cards,11203.0,10728.0,0.133,0.8669,0.3267,3.68,firm-level-complaints-data-2024-h2.xlsx
2024H2,American Express Services Europe Limited,NO GROUP,no,Insurance & pure protection,70.0,64.0,0.0,1.0,0.2344,0.02,firm-level-complaints-data-2024-h2.xlsx
2024H2,American International Group UK Limited,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",yes,Insurance & pure protection,1109.0,1107.0,0.168,0.8202,0.4743,0.32,firm-level-complaints-data-2024-h2.xlsx
2024H2,Amtrust Specialty Limited,NO GROUP,yes,Insurance & pure protection,2314.0,2140.0,0.1654,0.7673,0.4939,0.38,firm-level-complaints-data-2024-h2.xlsx
2024H2,Animal Friends Insurance Services LTD,NO GROUP,no,Insurance & pure protection,3228.0,3041.0,0.2499,0.7494,0.3134,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Arag Legal Expenses Insurance Company Limited,NO GROUP,no,Insurance & pure protection,1930.0,1948.0,0.0765,0.8178,0.7028,0.28,firm-level-complaints-data-2024-h2.xlsx
2024H2,Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J GALLAGHER (UK) LTD,yes,Insurance & pure protection,1047.0,1051.0,0.3406,0.6365,0.6232,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Assurant General Insurance Limited,ASSURANT INC,no,Insurance & pure protection,6996.0,7621.0,0.576,0.3486,0.4094,1.49,firm-level-complaints-data-2024-h2.xlsx
2024H2,Astrenska Insurance Limited,NO GROUP,no,Insurance & pure protection,1854.0,1789.0,0.1873,0.7915,0.5198,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Asurion Europe Limited,ASURION,no,Insurance & pure protection,1431.0,1465.0,0.4382,0.5577,0.2184,2.14,firm-level-complaints-data-2024-h2.xlsx
2024H2,Atlanta Insurance Intermediaries Limited,MARKERSTUDY GROUP,no,Insurance & pure protection,9798.0,9764.0,0.6726,0.3224,0.4268,5.24,firm-level-complaints-data-2024-h2.xlsx
2024H2,Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,Banking and credit cards,0.0,0.0,,,,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,Decumulation & pensions,0.0,0.0,,,,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,Home finance,0.0,0.0,,,,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,Insurance & pure protection,8063.0,0.0,,,,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),no,Investments,0.0,0.0,,,,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Avantia Insurance Limited,NO GROUP,no,Insurance & pure protection,1437.0,1460.0,0.6685,0.3315,0.3644,4.56,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aviva Health UK Limited,AVIVA PLC,no,Insurance & pure protection,1337.0,1386.0,0.4942,0.4798,0.3672,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aviva Insurance Limited,AVIVA PLC,no,Insurance & pure protection,49190.0,50012.0,0.3191,0.6558,0.5848,2.91,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aviva Life Services UK Limited,AVIVA PLC,yes,Decumulation & pensions,16030.0,16218.0,0.2702,0.5573,0.6652,1.9,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aviva Life Services UK Limited,AVIVA PLC,yes,Home finance,1125.0,1136.0,0.2614,0.4472,0.3996,11.65,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aviva Life Services UK Limited,AVIVA PLC,yes,Insurance & pure protection,3866.0,3917.0,0.2755,0.5716,0.5731,1.04,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aviva Life Services UK Limited,AVIVA PLC,yes,Investments,2841.0,2914.0,0.301,0.4523,0.7104,2.67,firm-level-complaints-data-2024-h2.xlsx
2024H2,Aviva Protection UK Limited,NO GROUP,no,Insurance & pure protection,742.0,862.0,0.3144,0.6671,0.471,0.58,firm-level-complaints-data-2024-h2.xlsx
2024H2,Awp Assistance UK LTD,ALLIANZ SE,yes,Insurance & pure protection,2716.0,2555.0,0.2751,0.7229,0.8693,0.61,firm-level-complaints-data-2024-h2.xlsx
2024H2,Awp P&c S.a.,ALLIANZ SE,yes,Insurance & pure protection,2225.0,2049.0,0.2001,0.7721,0.4202,0.48,firm-level-complaints-data-2024-h2.xlsx
2024H2,Axa Insurance Designated Activity Company,AXA GROUP,no,Insurance & pure protection,2047.0,2091.0,0.858,0.1062,0.5524,8.23,firm-level-complaints-data-2024-h2.xlsx
2024H2,Axa Insurance UK PLC,AXA GROUP,no,Insurance & pure protection,20381.0,22083.0,0.3015,0.5245,0.5832,6.99,firm-level-complaints-data-2024-h2.xlsx
2024H2,Axa Ppp Healthcare Limited,AXA GROUP,no,Insurance & pure protection,24510.0,24363.0,0.6477,0.3252,0.5603,15.01,firm-level-complaints-data-2024-h2.xlsx
2024H2,Bank Of Ireland (uk) PLC,BANK OF IRELAND GROUP,yes,Banking and credit cards,2444.0,2531.0,0.5045,0.4473,0.4579,2.29,firm-level-complaints-data-2024-h2.xlsx
2024H2,Bank Of Ireland (uk) PLC,BANK OF IRELAND GROUP,yes,Home finance,882.0,954.0,0.2746,0.6478,0.2925,9.01,firm-level-complaints-data-2024-h2.xlsx
2024H2,Bank Of Ireland (uk) PLC,BANK OF IRELAND GROUP,yes,Insurance & pure protection,41.0,46.0,0.0217,0.9565,,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Banking and credit cards,61366.0,60234.0,0.6309,0.3239,0.6757,1.73,firm-level-complaints-data-2024-h2.xlsx
2024H2,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Decumulation & pensions,11.0,12.0,0.0833,0.5833,0.4167,0.08,firm-level-complaints-data-2024-h2.xlsx
2024H2,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Home finance,12741.0,12514.0,0.4236,0.548,0.5551,5.98,firm-level-complaints-data-2024-h2.xlsx
2024H2,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Insurance & pure protection,241.0,296.0,0.3378,0.5878,0.152,0.35,firm-level-complaints-data-2024-h2.xlsx
2024H2,Bank Of Scotland PLC,LLOYDS BANKING GROUP PLC,no,Investments,45.0,46.0,0.1957,0.6957,0.3478,0.3,firm-level-complaints-data-2024-h2.xlsx
2024H2,Barclays Bank PLC,BARCLAYS PLC,yes,Banking and credit cards,8336.0,8337.0,0.7242,0.2552,0.6089,6.63,firm-level-complaints-data-2024-h2.xlsx
2024H2,Barclays Bank PLC,BARCLAYS PLC,yes,Decumulation & pensions,13.0,15.0,0.1333,0.8,0.5333,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Barclays Bank PLC,BARCLAYS PLC,yes,Home finance,3.0,1.0,0.0,1.0,1.0,3.5,firm-level-complaints-data-2024-h2.xlsx
2024H2,Barclays Bank PLC,BARCLAYS PLC,yes,Insurance & pure protection,1.0,1.0,0.0,1.0,1.0,0.0,firm-level-complaints-data-2024-h2.xlsx
2024H2,Barclays Bank PLC,BARCLAYS PLC,yes,Investments,1105.0,1091.0,0.2933,0.6407,0.6691,2.09,firm-level-complaints-data-2024-h2.xlsx
2024H2,Barclays Bank UK PLC,BARCLAYS PLC,yes,Banking and credit cards,62061.0,61470.0,0.5638,0.4233,0.6589,1.71,firm-level-complaints-data-2024-h2.xlsx
2024H2,Barclays Bank UK PLC,BARCLAYS PLC,yes,Decumulation & pensions,27.0,25.0,0.32,0.48,0.52,,firm-level-complaints-data-2024-h2.xlsx
2024H2,Barclays Bank UK PLC,BARCLAYS PLC,yes,Home finance,6445.0,6587.0,0.4055,0.5535,0.756,7.42,firm-level-complaints-data-2024-h2.xlsx
